index,icme_plasma_field_start_ut,icme_plasma_field_end_ut,MO_datestart,shock,MOclass,meanB,meanVsw,Vexp,save_name,DST,DST_note,DiP
155,2002-08-01 23:09:00,2002-08-02 21:34:48,2002-08-02T07:12:00.000Z,True,Fr,11.8279963938,492.2325691739,29.8231571804,WI_20020801_213_B,-102.0,,
156,2002-08-18 18:40:00,2002-08-21 13:25:48,2002-08-19T19:12:00.000Z,True,Fr,7.7600557923,470.5368713185,43.5374242376,WI_20020818_230,-106.0,,
157,2002-08-26 11:16:00,2002-08-27 10:47:00,2002-08-26T14:23:00.000Z,True,Fr,11.9469261855,397.2323982946,3.0697171229,WI_20020826_238,-45.0,,
158,2002-09-03 02:23:00,2002-09-04 01:12:48,2002-09-03T04:47:00.000Z,False,Cx,14.1280744554,357.6793367559,-16.1819300456,WI_20020903_246,-6.0,,
159,2002-09-30 07:54:00,2002-10-01 20:08:48,2002-09-30T22:04:00.000Z,True,F+,20.4034514323,380.7558824156,-15.1474177743,WI_20020930_273,-176.0,,
160,2002-11-16 23:16:00,2002-11-18 23:58:47,2002-11-17T20:24:00.000Z,False,F-,9.3639650195,383.2195374862,5.7476735857,WI_20021116_320,-52.0,,
161,2002-12-21 03:21:00,2002-12-22 15:36:12,2002-12-21T10:20:00.000Z,False,Fr,9.8500875338,428.5888033084,3.6696408706,WI_20021221_355,-75.0,,
162,2003-01-26 21:43:00,2003-01-27 16:04:00,2003-01-27T01:40:00.000Z,False,Fr,10.413841032,520.4685788765,48.0217401161,WI_20030126_026,-18.0,,
163,2003-02-01 13:06:00,2003-02-03 09:35:00,2003-02-02T19:11:00.000Z,False,Fr,10.176444334,482.593112457,-0.6856426098,WI_20030201_032,-72.0,,
164,2003-03-20 04:30:00,2003-03-20 22:22:48,2003-03-20T11:54:00.000Z,False,Fr,11.1416603947,671.8909024935,16.4951655392,WI_20030320_079,-64.0,,
165,2003-05-09 05:16:00,2003-05-10 23:07:48,2003-05-09T09:27:00.000Z,False,E,7.3793342577,673.8885344933,53.0158817968,WI_20030509_129,-84.0,,
166,2003-06-16 22:33:00,2003-06-18 08:18:00,2003-06-17T17:48:00.000Z,False,Fr,12.4647692691,480.9272407455,-18.5473461162,WI_20030616_167,-141.0,SA,
167,2003-08-04 20:23:00,2003-08-06 02:23:12,2003-08-05T01:10:00.000Z,False,Fr,9.5678498961,442.8772289699,17.3933648946,WI_20030804_216,-58.0,,
168,2003-10-21 22:00:00,2003-10-24 02:24:00,2003-10-22T02:24:00.000Z,False,Cx,7.9669474782,463.6708367348,12.5557605121,WI_20031021_294,-61.0,,
169,2003-10-29 06:00:00,2003-10-30 01:55:00,2003-10-29T11:16:00.000Z,False,Cx,25.4077331762,840.2510405494,-22.488758378,WI_20031029_302,-353.0,,
170,2003-10-30 16:12:00,2003-10-31 12:00:00,2003-10-31T02:00:00.000Z,False,Cx,14.9771004923,1626.0464672313,-712.217765727,WI_20031030_303,-383.0,,
171,2003-11-20 08:35:00,2003-11-21 01:40:00,2003-11-20T11:31:00.000Z,True,Fr,33.2381005911,593.7764389941,103.4959013051,WI_20031120_324,-422.0,,
172,2004-01-09 15:00:00,2004-01-11 05:02:12,2004-01-10T06:01:00.000Z,False,E,7.9752101116,531.4074906296,3.9715704547,WI_20040109_009,-45.0,,
173,2004-04-03 09:55:00,2004-04-05 19:11:00,2004-04-04T01:11:00.000Z,True,F+,15.8559252525,431.4864365156,65.2345939982,WI_20040403_094,-117.0,,
174,2004-07-22 09:45:00,2004-07-24 05:45:12,2004-07-22T13:26:00.000Z,True,Cx,11.5155773982,560.7764640473,63.1126186457,WI_20040722_204,-99.0,,
175,2004-07-24 05:32:00,2004-07-25 14:37:48,2004-07-24T07:12:00.000Z,True,Fr,20.4451456576,565.2499868807,32.1038958033,WI_20040724_206,-136.0,SA,
176,2004-07-25 17:45:00,2004-07-26 03:34:48,2004-07-25T17:45:00.000Z,False,Fr,9.3417656713,668.5021602064,-5.0878180715,WI_20040725_207,-130.0,,
177,2004-07-26 22:25:00,2004-07-27 23:58:48,2004-07-27T01:12:00.000Z,True,Cx,16.9808735271,1019.3767089575,456.5372923223,WI_20040726_208,-170.0,,
178,2004-08-29 09:09:00,2004-08-30 21:21:12,2004-08-29T19:26:00.000Z,True,Fr,12.1606925118,393.4702634024,8.3396057021,WI_20040829_242,-129.0,SA,
179,2004-09-13 19:42:00,2004-09-15 14:23:00,2004-09-14T17:59:00.000Z,True,E,6.3523121313,557.126902014,28.3297561606,WI_20040913_257,-45.0,,
180,2004-09-17 20:52:00,2004-09-19 16:58:00,2004-09-18T12:28:00.000Z,False,Fr,6.0342651857,402.1539582087,33.2404080635,WI_20040917_261,-33.0,,
181,2004-11-07 17:58:00,2004-11-09 09:20:47,2004-11-07T22:46:00.000Z,True,Fr,16.269916153,640.6786204191,59.6523359726,WI_20041107_312,-374.0,,
182,2004-11-09 18:25:00,2004-11-10 16:47:00,2004-11-09T20:38:00.000Z,True,F+,24.9839349239,731.6950531776,114.8080804763,WI_20041109_314,-259.0,,
183,2004-11-11 16:47:00,2004-11-13 09:35:00,2004-11-12T08:35:00.000Z,True,Fr,6.9556761767,552.5099032895,66.2710054111,WI_20041111_316,-92.0,,
184,2004-12-10 04:47:00,2004-12-10 21:35:00,2004-12-10T04:47:00.000Z,False,F-,8.3271015915,416.092583232,12.486391649,WI_20041210_345,-27.0,,
185,2005-01-07 08:44:00,2005-01-08 07:12:12,2005-01-07T14:23:00.000Z,False,F+,17.346305295,535.7888867025,-2.9112531336,WI_20050107_007,-93.0,,
186,2005-01-08 15:12:00,2005-01-09 17:45:00,2005-01-08T20:51:00.000Z,False,Fr,8.6548391913,461.6632220514,14.0574373581,WI_20050108_008,-47.0,,
187,2005-01-16 09:27:00,2005-01-17 07:00:48,2005-01-16T15:35:00.000Z,True,F+,8.2481712533,530.2676864099,32.1421736184,WI_20050116_016,-63.0,,
188,2005-01-18 21:35:00,2005-01-20 02:23:48,2005-01-19T00:28:00.000Z,False,F-,11.8277589457,821.6097532203,167.7145261211,WI_20050118_018,-80.0,,
189,2005-01-21 16:58:00,2005-01-22 19:12:00,2005-01-21T23:45:00.000Z,True,F-,14.5661486775,727.2499350499,43.3831253318,WI_20050121_021,-97.0,,
190,2005-02-16 10:33:00,2005-02-16 23:30:48,2005-02-16T12:14:00.000Z,False,F-,12.3958329027,390.0352624418,19.5245622994,WI_20050216_047,-42.0,,
191,2005-02-17 21:35:00,2005-02-19 08:23:12,2005-02-18T14:52:00.000Z,False,E,5.9370530044,538.7261497052,53.6387447661,WI_20050217_048,-80.0,,
192,2005-02-20 15:32:00,2005-02-22 07:11:00,2005-02-20T20:23:00.000Z,True,Fr,5.3967453141,409.4380015192,40.5633166042,WI_20050220_051,-43.0,,
193,2005-05-15 02:10:00,2005-05-16 22:47:12,2005-05-15T05:31:00.000Z,True,F+,23.3409205392,747.2783057706,237.5015002967,WI_20050515_135,-247.0,,
194,2005-05-20 04:47:00,2005-05-22 02:23:00,2005-05-20T09:35:00.000Z,False,F+,8.9300778597,427.650040875,52.7906344713,WI_20050520_140,-83.0,,
195,2005-06-12 06:57:00,2005-06-13 17:59:48,2005-06-12T15:07:00.000Z,True,F-,12.3683546416,480.085789494,20.4955740863,WI_20050612_163,-106.0,,
196,2005-06-14 17:55:00,2005-06-16 08:23:00,2005-06-15T05:08:00.000Z,True,F+,9.0624208902,484.1157141337,34.1188715292,WI_20050614_165,-42.0,,
197,2005-07-10 02:42:00,2005-07-12 14:23:00,2005-07-10T10:47:00.000Z,True,Cx,11.946511016,438.4989302177,-1.3772619008,WI_20050710_191,-92.0,,
198,2005-07-17 14:52:00,2005-07-18 05:59:48,2005-07-17T14:52:00.000Z,False,Fr,11.1626553714,426.7143866483,23.9857550845,WI_20050717_198,-67.0,SA,
199,2005-08-10 04:47:00,2005-08-10 13:26:00,2005-08-10T06:14:00.000Z,False,F-,8.1130091382,447.4488841051,27.3336789573,WI_20050810_222,-47.0,,
200,2005-10-31 02:23:00,2005-10-31 18:42:48,2005-10-31T02:23:00.000Z,False,Fr,10.7160795411,374.1738847744,19.9472245443,WI_20051031_304,-74.0,SA,
201,2006-02-05 18:14:00,2006-02-06 11:59:00,2006-02-05T20:23:00.000Z,False,F+,10.2511274315,341.1381150329,15.7819163608,WI_20060205_036,-20.0,,
202,2006-04-13 13:26:00,2006-04-14 11:02:12,2006-04-13T15:07:00.000Z,False,F+,16.8162506933,521.0373348605,4.198876889,WI_20060413_103,-98.0,,
203,2006-04-14 13:11:00,2006-04-14 23:15:48,2006-04-14T13:11:00.000Z,False,F-,8.742704309,513.4935166358,6.8281901676,WI_20060414_104,-81.0,,
204,2006-06-14 08:09:00,2006-06-14 16:25:48,2006-06-14T08:09:00.000Z,False,F-,8.2942474383,386.0464181756,-17.3033957121,WI_20060614_165,-1.0,,
205,2006-07-09 20:40:00,2006-07-11 17:45:00,2006-07-10T17:45:00.000Z,True,Cx,9.0042106126,368.47020094,-11.7275157569,WI_20060709_190,-27.0,,
206,2006-08-19 09:38:00,2006-08-21 17:02:12,2006-08-20T13:55:00.000Z,True,Cx,8.0766405664,405.5090082975,-9.5902696883,WI_20060819_231,-79.0,,
207,2006-08-30 20:38:00,2006-09-01 07:12:11,2006-08-30T20:38:00.000Z,False,Cx,7.7569444852,397.3332390188,34.216527199,WI_20060830_242,-35.0,,
208,2006-09-30 02:52:00,2006-09-30 22:03:48,2006-09-30T08:23:00.000Z,False,F+,15.7619882304,393.6054721615,27.1186296501,WI_20060930_273,-21.0,,
209,2006-11-01 21:21:00,2006-11-02 14:22:48,2006-11-01T21:21:00.000Z,False,F-,5.197258583,373.0427458132,25.2573636493,WI_20061101_305,-28.0,,
210,2006-11-18 07:11:00,2006-11-20 04:47:00,2006-11-18T07:11:00.000Z,False,Fr,8.4375135398,399.8144433164,-6.9744211003,WI_20061118_322,-20.0,,
211,2006-11-29 02:58:00,2006-11-30 09:35:12,2006-11-29T05:16:00.000Z,False,F+,11.8095321877,410.0806678637,8.0939711474,WI_20061129_333,-66.0,,
212,2006-12-14 13:51:00,2006-12-15 13:40:12,2006-12-14T22:36:00.000Z,True,F-,12.5527537647,757.5027376797,21.4382826771,WI_20061214_348,-162.0,,
213,2006-12-16 17:34:00,2006-12-17 19:11:12,2006-12-17T00:25:00.000Z,True,F-,3.8579439469,583.6800996663,90.79753944,WI_20061216_350,-56.0,,
214,2007-01-14 11:31:00,2007-01-15 07:45:12,2007-01-14T11:44:00.000Z,False,Fr,11.4237387428,363.5484325907,6.8860301969,WI_20070114_014,-18.0,,
215,2007-01-15 20:49:00,2007-01-16 04:44:48,2007-01-15T20:49:00.000Z,False,F-,8.0023067889,530.8959014288,-34.4951971313,WI_20070115_015,-23.0,,
216,2007-03-29 15:04:00,2007-03-30 00:02:48,2007-03-29T15:04:00.000Z,False,Cx,4.6396233595,396.3584115173,3.088834209,WI_20070329_088,-11.0,,
217,2007-05-21 22:40:00,2007-05-22 13:25:12,2007-05-21T22:45:00.000Z,False,Fr,10.6660609137,454.4759564988,7.4660549034,WI_20070521_141,-2.0,,
218,2007-06-08 05:45:00,2007-06-09 05:15:00,2007-06-08T05:45:00.000Z,False,Fr,7.8171586845,362.4426602509,-6.7706337767,WI_20070608_159,-21.0,,
219,2007-11-19 17:22:00,2007-11-20 11:31:12,2007-11-20T00:33:00.000Z,True,Fr,18.2618541993,465.3098271128,2.5502460373,WI_20071119_323,-2.0,,
220,2007-12-25 16:19:00,2007-12-26 09:35:12,2007-12-25T16:19:00.000Z,False,F-,4.3077495144,350.0065396495,14.5334594826,WI_20071225_359,-8.0,,
221,2008-05-23 01:12:00,2008-05-23 10:46:47,2008-05-23T01:12:00.000Z,False,F+,5.1510769579,499.4664666474,22.5795048456,WI_20080523_144,-11.0,,
222,2008-09-03 16:33:00,2008-09-04 03:49:48,2008-09-03T16:33:00.000Z,False,F+,11.4514495752,466.7526857157,-21.8044291686,WI_20080903_247,-51.0,SA,
223,2008-09-17 00:43:00,2008-09-18 08:09:00,2008-09-17T03:57:00.000Z,False,Fr,5.6744052589,407.6901963881,45.3824678159,WI_20080917_261,-23.0,,
224,2008-12-04 11:59:00,2008-12-05 10:47:00,2008-12-04T16:47:00.000Z,False,Fr,7.0444257432,390.399067155,5.7136008443,WI_20081204_339,-26.0,,
225,2008-12-17 03:35:00,2008-12-17 15:35:00,2008-12-17T03:35:00.000Z,False,Fr,7.9914975004,337.9139052167,9.8812201058,WI_20081217_352,-15.0,,
226,2009-01-02 02:49:00,2009-01-02 17:16:12,2009-01-02T04:48:00.000Z,False,F-,6.0990161775,410.9334798243,-11.5622996481,WI_20090102_002,-12.0,,
227,2009-01-26 05:02:00,2009-01-26 15:21:12,2009-01-26T05:02:00.000Z,False,E,9.8956830413,347.4064926231,23.663861467,WI_20090126_026,-29.0,,
228,2009-02-03 19:21:00,2009-02-04 19:40:12,2009-02-04T01:12:00.000Z,True,F+,9.587504178,356.3436924519,17.4847153698,WI_20090203_034,-42.0,,
229,2009-03-11 22:04:00,2009-03-13 01:40:12,2009-03-12T01:12:00.000Z,True,F+,11.6862434295,360.5722585324,-18.2921967863,WI_20090311_070,-28.0,SA,
230,2009-04-05 16:04:00,2009-04-06 04:48:12,2009-04-05T17:02:00.000Z,False,F-,4.737442511,403.6471623551,-11.8747800439,WI_20090405_095,-7.0,,
231,2009-04-22 11:16:00,2009-04-22 20:37:48,2009-04-22T14:09:00.000Z,False,Fr,3.7115743914,387.4551019352,15.609464954,WI_20090422_112,-7.0,,
232,2009-06-03 13:40:00,2009-06-05 05:31:00,2009-06-03T20:52:00.000Z,False,Fr,5.2414216222,316.0741484644,5.0001326908,WI_20090603_154,-19.0,,
233,2009-06-27 11:02:00,2009-06-28 20:24:12,2009-06-27T17:59:00.000Z,True,F+,7.6132245195,388.6620158282,24.6323037105,WI_20090627_178,-14.0,,
234,2009-07-21 02:53:00,2009-07-22 03:36:00,2009-07-21T04:48:00.000Z,False,Fr,7.9401442126,316.6307278652,16.6430238854,WI_20090721_202,-83.0,SA,
235,2009-09-10 10:19:00,2009-09-10 19:26:12,2009-09-10T10:19:00.000Z,False,Fr,4.7302788309,305.4602335813,2.0571474054,WI_20090910_253,1.0,,
236,2009-09-30 00:44:00,2009-09-30 19:11:00,2009-09-30T06:59:00.000Z,False,Fr,7.9546160939,346.4424333232,12.3767888515,WI_20090930_273,-5.0,,
237,2009-10-29 01:26:00,2009-10-29 23:45:12,2009-10-29T01:26:00.000Z,False,F+,8.8619795033,364.1641246109,-12.7610394969,WI_20091029_302,-6.0,,
238,2009-11-01 10:04:00,2009-11-02 08:20:48,2009-11-01T10:04:00.000Z,False,F-,5.9201709862,347.3382355755,20.4592509494,WI_20091101_305,-6.0,,
239,2009-11-14 10:47:00,2009-11-15 11:45:12,2009-11-14T10:47:00.000Z,False,Fr,6.7057695631,334.5880948825,-15.4661616909,WI_20091114_318,-17.0,,
240,2009-12-12 04:47:00,2009-12-14 04:47:00,2009-12-12T19:26:00.000Z,False,Fr,6.1056774275,270.7269451239,15.551702636,WI_20091212_346,-2.0,,
241,2010-01-01 22:04:00,2010-01-03 09:06:48,2010-01-02T00:14:00.000Z,False,Fr,6.6159958853,286.1863695519,12.8526878859,WI_20100101_001,-4.0,,
242,2010-02-07 18:04:00,2010-02-09 05:42:12,2010-02-07T19:11:00.000Z,False,Fr,8.3407639972,361.7138142067,36.1453470922,WI_20100207_038,-22.0,,
243,2010-03-23 22:29:00,2010-03-24 15:36:00,2010-03-23T22:33:00.000Z,True,Fr,4.560816594,292.1817922425,-16.6767242384,WI_20100323_082,-1.0,,
244,2010-04-05 07:55:00,2010-04-06 16:48:12,2010-04-05T11:59:00.000Z,True,Fr,9.0230045793,634.343871729,131.118138847,WI_20100405_095,-81.0,,
245,2010-04-11 12:20:00,2010-04-12 14:12:00,2010-04-11T21:36:00.000Z,True,Fr,10.5563272635,411.4584387412,19.3104749604,WI_20100411_101,-67.0,,
246,2010-05-18 02:23:00,2010-05-19 07:26:12,2010-05-18T04:04:00.000Z,False,Fr,7.7951416206,354.897979505,4.2733381407,WI_20100518_138,-34.0,,
247,2010-05-28 01:55:00,2010-05-29 17:58:48,2010-05-28T19:12:00.000Z,True,Fr,13.3085361385,353.9045579144,17.9832077479,WI_20100528_148,-80.0,,
248,2010-06-21 03:35:00,2010-06-22 12:43:00,2010-06-21T06:28:00.000Z,False,Fr,6.0799955272,361.4631115458,27.0025981329,WI_20100621_172,-11.0,,
249,2010-08-03 17:05:00,2010-08-05 00:56:48,2010-08-04T02:52:00.000Z,True,Cx,10.5683332515,547.5823207336,44.1510078093,WI_20100803_215,-74.0,,
250,2010-09-15 02:24:00,2010-09-16 11:58:47,2010-09-15T02:24:00.000Z,False,Fr,7.3308689196,370.6858162602,-13.676510063,WI_20100915_258,-24.0,,
251,2010-09-25 11:45:00,2010-09-26 08:09:12,2010-09-25T13:11:00.000Z,False,F-,2.9224067447,472.6335466564,68.5409627067,WI_20100925_268,-16.0,,
252,2010-10-11 05:45:00,2010-10-11 18:28:12,2010-10-11T05:45:00.000Z,False,F-,10.9387196107,354.3509328612,5.806098692,WI_20101011_284,-75.0,SA,
253,2010-10-31 02:09:00,2010-11-01 20:38:12,2010-10-31T05:16:00.000Z,False,Fr,8.6730435,341.7036782914,31.4626351405,WI_20101031_304,-11.0,,
254,2010-12-19 20:35:00,2010-12-20 22:04:12,2010-12-19T22:33:00.000Z,True,F+,7.2851326084,385.2448481615,-1.7684300975,WI_20101219_353,-35.0,,
255,2011-01-24 06:43:00,2011-01-25 22:04:12,2011-01-24T10:33:00.000Z,False,F+,6.1814833565,343.65450825,15.7364762457,WI_20110124_024,-14.0,,
256,2011-02-18 19:50:00,2011-02-20 21:35:12,2011-02-18T19:55:00.000Z,True,F-,8.6950582003,461.6951234764,72.1968752696,WI_20110218_049,-27.0,,
257,2011-03-29 15:12:00,2011-04-01 14:51:48,2011-03-29T23:59:00.000Z,True,Fr,11.2746442731,344.3555626477,10.0922297142,WI_20110329_088,-7.0,,
258,2011-04-23 00:01:00,2011-04-24 13:11:12,2011-04-23T00:01:00.000Z,False,F-,6.9971810916,397.747901209,-12.6570756417,WI_20110423_113,-14.0,,
259,2011-04-29 09:07:00,2011-04-29 20:52:00,2011-04-29T13:55:00.000Z,False,E,10.5224366188,403.2092453604,-60.6076929933,WI_20110429_119,-17.0,,
260,2011-05-28 00:14:00,2011-05-28 22:47:48,2011-05-28T05:31:00.000Z,False,F+,11.4013696241,519.0824106023,-32.9343310117,WI_20110528_148,-80.0,,
261,2011-06-04 20:06:00,2011-06-05 18:13:48,2011-06-05T01:12:00.000Z,True,Fr,11.4829112457,512.8099221736,29.217885309,WI_20110604_155,-45.0,,
262,2011-06-17 02:09:00,2011-06-19 07:11:48,2011-06-17T05:16:00.000Z,True,Cx,5.8411733568,428.5246427656,46.6396664366,WI_20110617_168,-14.0,,
263,2011-06-30 13:26:00,2011-07-01 05:16:00,2011-06-30T18:43:00.000Z,False,F-,8.2609539793,329.0992818352,-17.5457790553,WI_20110630_181,-48.0,SA,
264,2011-07-03 19:12:00,2011-07-04 19:12:00,2011-07-03T19:12:00.000Z,False,Fr,8.9029880961,391.5030352732,7.0499137193,WI_20110703_184,-59.0,SA,
265,2011-09-17 02:57:00,2011-09-18 21:06:48,2011-09-17T15:35:00.000Z,True,Fr,8.1852696501,443.4512044379,2.3549624867,WI_20110917_260,-72.0,,
266,2011-10-05 06:46:00,2011-10-07 02:06:12,2011-10-05T09:56:00.000Z,True,Cx,10.5549097913,399.2529596867,50.5186562267,WI_20111005_278,-43.0,,
267,2011-10-24 17:41:00,2011-10-25 23:31:12,2011-10-25T00:21:00.000Z,True,Cx,16.4762728696,483.4562683165,-24.6560756484,WI_20111024_297,-147.0,,
268,2011-11-01 08:09:00,2011-11-01 22:04:12,2011-11-01T08:09:00.000Z,True,F-,10.2571125939,411.521218477,15.6281897144,WI_20111101_305,-66.0,,
269,2011-11-02 00:21:00,2011-11-03 04:33:12,2011-11-02T03:35:00.000Z,False,Fr,5.6116368959,371.2156611517,-21.5687610549,WI_20111102_306,-58.0,,
270,2011-11-04 20:27:00,2011-11-05 20:09:12,2011-11-04T21:17:00.000Z,True,Cx,5.8302744531,302.6789931476,29.5843847333,WI_20111104_308,-40.0,,
271,2011-11-07 06:57:00,2011-11-08 00:43:00,2011-11-07T16:19:00.000Z,False,Fr,9.3758277884,349.3164741938,-1.4589666567,WI_20111107_311,-5.0,,
272,2011-11-11 03:01:00,2011-11-12 05:02:12,2011-11-11T03:01:00.000Z,True,Cx,5.2622422483,380.1766850492,13.7567030036,WI_20111111_315,-11.0,,
273,2011-11-28 20:59:00,2011-11-30 17:59:12,2011-11-29T19:40:00.000Z,True,Cx,8.3315827337,431.7978296022,9.568375888,WI_20111128_332,-41.0,,
274,2012-01-21 04:02:00,2012-01-22 06:56:48,2012-01-21T04:04:00.000Z,True,Fr,10.3426834343,326.914190791,-13.7697334101,WI_20120121_021,-10.0,,
275,2012-01-22 05:33:00,2012-01-22 17:58:47,2012-01-22T11:24:00.000Z,True,F-,20.3546990165,413.1289671626,16.5092967765,WI_20120122_022,-70.0,SA,
276,2012-02-14 07:11:00,2012-02-16 04:47:48,2012-02-14T20:52:00.000Z,False,Fr,8.3707943073,378.0592298821,18.9346389175,WI_20120214_045,-67.0,,
277,2012-02-26 20:59:00,2012-03-01 05:45:12,2012-02-27T17:59:00.000Z,True,Cx,9.2826756333,443.146886969,-6.9345494304,WI_20120226_057,-57.0,,
278,2012-03-08 10:32:00,2012-03-11 07:26:12,2012-03-08T19:55:00.000Z,True,Cx,8.5252123496,575.79952874,159.133442239,WI_20120308_068,-145.0,,
279,2012-03-12 08:28:00,2012-03-14 02:52:00,2012-03-12T16:19:00.000Z,True,Cx,6.6271216947,627.4524534164,105.6266330834,WI_20120312_072,-64.0,,
280,2012-03-15 12:35:00,2012-03-16 14:10:00,2012-03-15T16:04:00.000Z,True,Fr,9.100099445,697.0312947866,74.945844644,WI_20120315_075,-88.0,,
281,2012-04-05 14:23:00,2012-04-06 21:36:12,2012-04-05T19:41:00.000Z,False,Fr,9.6638600498,341.8360732974,20.8289259666,WI_20120405_096,-40.0,,
282,2012-04-11 06:28:00,2012-04-12 03:35:48,2012-04-11T06:28:00.000Z,False,Cx,7.3789881096,329.1071875802,8.2569798099,WI_20120411_102,-6.0,,
283,2012-04-23 02:15:00,2012-04-24 02:52:12,2012-04-23T16:48:00.000Z,True,F-,14.4914397767,372.6736227233,10.3314823323,WI_20120423_114,-120.0,SA,
284,2012-05-03 00:59:00,2012-05-05 11:22:48,2012-05-04T03:36:00.000Z,True,Fr,6.4659543126,309.8859115543,16.073711414,WI_20120503_124,-23.0,,
285,2012-05-16 12:28:00,2012-05-18 02:11:12,2012-05-16T16:04:00.000Z,False,Fr,9.5873768132,374.1423970983,-7.5704587172,WI_20120516_137,-43.0,,
286,2012-06-11 02:52:00,2012-06-12 05:16:00,2012-06-11T11:31:00.000Z,False,Fr,8.709445365,408.2141214789,-8.6880674754,WI_20120611_163,-67.0,,
287,2012-06-16 09:03:00,2012-06-17 11:23:12,2012-06-16T22:01:00.000Z,True,F+,30.356855591,449.7860259607,58.1286018299,WI_20120616_168,-86.0,,
288,2012-07-08 02:10:00,2012-07-10 01:41:48,2012-07-08T07:58:00.000Z,False,Cx,10.6693309068,416.6686434292,23.2480420265,WI_20120708_190,-78.0,,
289,2012-07-14 17:39:00,2012-07-17 03:21:48,2012-07-15T06:14:00.000Z,True,Fr,16.6088566681,491.0409900181,105.6185916252,WI_20120714_196,-139.0,,
290,2012-08-12 12:37:00,2012-08-13 05:01:48,2012-08-12T19:12:00.000Z,False,Fr,10.6105228376,382.2293448654,2.2029330304,WI_20120812_225,-9.0,,
291,2012-08-18 03:25:00,2012-08-19 08:22:48,2012-08-18T19:12:00.000Z,False,Fr,11.0664080109,386.9467811456,12.939645734,WI_20120818_231,-18.0,,
292,2012-08-30 15:35:00,2012-08-31 05:30:48,2012-08-30T15:35:00.000Z,False,F-,2.7729908673,406.4322370401,35.6635304945,WI_20120830_243,-4.0,,
293,2012-09-01 07:12:00,2012-09-03 11:22:48,2012-09-01T07:12:00.000Z,False,Fr,7.4115312913,317.1398569171,12.9940674261,WI_20120901_245,-69.0,,
294,2012-09-04 22:02:00,2012-09-05 17:44:48,2012-09-05T05:52:00.000Z,True,Fr,11.0643532702,507.2901696451,11.7922522381,WI_20120904_248,-64.0,,
295,2012-09-06 00:00:00,2012-09-06 15:50:00,2012-09-06T02:23:00.000Z,False,F-,9.7159175944,424.6552983322,31.1537233762,WI_20120906_250,-32.0,,
296,2012-09-12 19:55:00,2012-09-13 15:20:48,2012-09-12T19:55:00.000Z,True,F-,9.0144948753,365.4096869613,-3.7667638546,WI_20120912_256,-4.0,,
297,2012-09-30 10:14:00,2012-10-02 02:53:00,2012-09-30T12:14:00.000Z,True,Cx,11.7690569467,353.6771663909,-7.6161509001,WI_20120930_274,-122.0,,
298,2012-10-08 04:12:00,2012-10-09 17:17:00,2012-10-08T15:50:00.000Z,True,Fr,15.1643873451,397.910131345,-10.2276335668,WI_20121008_282,-109.0,,
299,2012-10-12 08:09:00,2012-10-13 09:14:00,2012-10-12T18:29:00.000Z,False,Fr,10.4268240708,479.9904687882,9.0715970408,WI_20121012_286,-90.0,,
300,2012-10-31 14:28:00,2012-11-02 05:21:12,2012-10-31T23:35:00.000Z,True,F+,10.9276117925,340.6016965016,33.1216952874,WI_20121031_305,-65.0,,
301,2012-11-12 22:12:00,2012-11-14 08:09:12,2012-11-13T08:23:00.000Z,True,F+,20.1136500769,381.1481632545,2.0312516418,WI_20121112_317,-108.0,,
302,2012-11-23 20:51:00,2012-11-25 10:47:12,2012-11-24T11:31:00.000Z,True,F-,11.6153173886,380.8627004545,12.4950408843,WI_20121123_328,-40.0,,
303,2013-01-16 23:31:00,2013-01-18 12:14:12,2013-01-17T14:52:00.000Z,False,Fr,12.5224015824,387.8571512906,-10.418367286,WI_20130116_016,-52.0,,
304,2013-01-18 22:47:00,2013-01-19 16:47:00,2013-01-19T00:14:00.000Z,False,Fr,4.7989259182,427.2910738501,12.0402988868,WI_20130118_018,-25.0,,
305,2013-01-19 16:50:00,2013-01-20 10:47:00,2013-01-19T22:47:00.000Z,True,F-,6.6065875654,428.1071862784,-4.2058565588,WI_20130119_019,-33.0,,
306,2013-03-17 05:21:00,2013-03-19 16:04:12,2013-03-17T14:09:00.000Z,True,Fr,9.2810433427,528.5399262943,108.1289922855,WI_20130317_076,-132.0,,
307,2013-04-13 22:13:00,2013-04-17 05:30:48,2013-04-14T17:02:00.000Z,True,F+,6.8623092351,390.3937429696,51.9330978365,WI_20130413_103,-17.0,,
308,2013-04-30 08:52:00,2013-05-01 07:12:00,2013-04-30T12:00:00.000Z,True,Fr,10.0196985849,392.6440523168,15.4255491537,WI_20130430_120,-47.0,SA,
309,2013-05-14 02:23:00,2013-05-15 06:28:48,2013-05-14T06:00:00.000Z,False,Fr,7.5890647474,356.3494560419,29.8890606212,WI_20130514_134,-18.0,,
310,2013-06-06 02:09:00,2013-06-08 00:00:12,2013-06-06T14:23:00.000Z,False,F+,10.4337094319,427.8988453472,47.4232726317,WI_20130606_157,-78.0,,
311,2013-06-27 13:51:00,2013-06-29 11:59:00,2013-06-28T02:23:00.000Z,True,Fr,11.2306170305,391.2701038947,7.8917496181,WI_20130627_178,-101.0,,
312,2013-07-04 17:17:00,2013-07-07 14:24:12,2013-07-05T04:05:00.000Z,False,Cx,9.4647857857,339.4290918775,30.537160147,WI_20130704_185,-87.0,,
